-970|-591.6738194195739
-835|917.7674927552098
519|57.40291948444906
52|-437.8038288322075
-218|-424.91882476544254
710|429.4801229645957
-193|-368.7848738407682
-559|42.049725354825796
-66|-387.68265200606436
311|457.36981928157866
-589|863.475423547291
981|-172.0254912238894
245|816.4194232955629
-162|-664.035646959416
205|-902.2825696205967
468|382.4513487730276
763|168.319400593929
-447|535.2986172799156
92|234.32951712053932
-2|-735.1625112463832
-849|-323.32185712027183
-437|829.7953228059548
-224|895.0087550515398
-261|810.5455476769594
691|-331.16606381301074
75|788.6519327414921
-924|-370.133420871781
541|-820.9807263378706
349|348.50324798737074
532|-224.71472611401498
-637|-749.5258411296433
598|418.3114311289785
-829|36.79420620615292
-521|196.9905554532993
-391|-870.336659441812
-357|708.7028157336338
89|323.91427230667523
814|-37.63871563359373
706|-673.2183850530002
-442|-823.0595522337078
889|-266.9100440999823
-916|-653.9899095692618
565|667.9814781177722
-210|-422.4541336160239
184|190.82767300368664
874|-519.7814735527439
-599|-209.74263955024549
-736|605.2537602282248
-342|415.38849003538394
-370|973.8117409043175
-933|-158.8702036630625
-249|-787.8512875594381
763|487.68668411124463
135|-841.4790220910954
831|-268.10713638071684
305|-98.54814976408704
571|597.4095412369645
740|-696.9255266485312
380|919.4602999280362
-555|-70.81426680161235
-621|155.61040400111642
566|594.4439059868064
-734|138.64211316957994
653|-606.0591987323063
-272|594.4053091138992
892|446.76942028184953
-381|951.0296734283418
-270|949.6738011659679
781|272.8495827857048
-962|244.89107124244174
272|-794.2049525895778
-553|167.62688326680473
-448|-210.5029605837891
948|-63.029283352917105
-629|815.6032725363625
-706|945.4907300499026
-89|-476.79390659731655
-222|-360.0278471695726
-806|-542.7622833611854
-474|-992.8968629626094
-845|630.7447574974276
15|-375.8240159520021
336|-940.7160171230355
982|786.8455007605698
98|652.0336840617201
980|510.43353399010243
590|921.0866762886046
-115|258.8117818913802
-56|-823.0460589843649
2|-774.1711502012025
186|-921.5064664295944
-572|-347.95844169268844
-331|-157.82544728706284
-554|304.70703951321843
-130|-372.5830676231599
